timestamp,tag_id,x_pos,y_pos
0.0,2,26.645491839984864,29.49169920901658
0.0,5,35.5392223763881,30.331989433601677
0.0,7,41.55728685360878,38.65160112304656
0.0,8,28.56636170320914,39.5279177787031
0.0,9,32.2538,12.7243
0.0,10,45.2474,14.4618
0.0,13,21.116448932592117,17.610040274606938
0.0,14,28.52401781033014,17.53908804871124
0.0,15,50.14029039029474,25.664231634692037
0.0,1,53.138400000000004,44.062
0.25,2,26.83597382619866,29.572317323324636
0.25,5,35.5045694558928,30.491977606021983
0.25,7,41.49937883328352,38.592264419149515
0.25,8,28.68954782907452,39.37434159182224
0.25,9,32.2538,12.7243
0.25,10,45.20633091559246,14.45762037692226
0.25,13,21.36041363019344,17.49139074749694
0.25,14,28.48660860216426,17.499056500583418
0.25,15,50.34568760147938,25.38428531104772
0.25,1,52.9128806406531,43.32789100592722
0.5,2,27.042696560390237,29.529272920581185
0.5,5,35.452547672024835,30.61991553404446
0.5,7,41.49949044582306,38.50591396113698
0.5,8,28.742799509057697,39.34739842865658
0.5,9,32.2538,12.7243
0.5,10,45.11407138086222,14.430638531064162
0.5,13,21.60094939064286,17.310163554035118
0.5,14,28.3902625715151,17.622429173863075
0.5,15,50.53176439341762,25.15384661559954
0.5,1,52.869329770703494,43.4473468314776
0.75,2,27.25766288490354,29.356734525322942
0.75,5,35.39062615927634,30.680298345532655
0.75,7,41.58964060466068,38.37289709182638
0.75,8,28.71907305686396,39.40588502581172
0.75,9,32.2538,12.7243
0.75,10,45.1081445394853,14.412529344040141
0.75,13,21.80594795983044,17.2035349726624
0.75,14,28.23952456298428,17.82829175469098
0.75,15,50.564528272317645,25.00099708900344
0.75,1,52.8913322166469,43.514873253973676
1.0,2,27.454098275506617,29.081330397831
1.0,5,35.33920029405348,30.66556447592266
1.0,7,41.750173150154,38.20301448328438
1.0,8,28.653107932052716,39.44179656368639
1.0,9,32.2538,12.7243
1.0,10,45.10219950704392,14.419783330987801
1.0,13,21.96798296256894,17.253225251880817
1.0,14,28.072511358377216,18.00892284730844
1.0,15,50.44916180903506,24.93249035644302
1.0,1,52.9413549662108,43.556263209201816
1.25,2,27.6065307163096,28.744894659374104
1.25,5,35.31376191830902,30.589117558236183
1.25,7,41.917279084375906,38.029819399551045
1.25,8,28.59278555288472,39.3713466018661
1.25,9,32.2538,12.7243
1.25,10,45.11018484534972,14.452355945749858
1.25,13,22.08829295701906,17.43274224057364
1.25,14,27.9271128705695,18.100651815765495
1.25,15,50.306620125931964,24.94219554989494
1.25,1,52.98407345447548,43.62511647663112
1.5,2,27.72604204510016,28.387527143049237
1.5,5,35.315600444001504,30.45916833920966
1.5,7,41.99384979586195,37.9264845043703
1.5,8,28.573249596292037,39.21475966260234
1.5,9,32.2538,12.7243
1.5,10,45.13808906695404,14.493221957722758
1.5,13,22.163697246430257,17.63490716703626
1.5,14,27.801273941062266,18.12577599339992
1.5,15,50.2617143216522,25.00672473274172
1.5,1,52.9964122237937,43.70858024063592
1.75,2,27.862241156872017,28.048083831748375
1.75,5,35.33666952402117,30.273002017252338
1.75,7,41.96735790092078,37.891833639151024
1.75,8,28.611866017633798,39.08905050224355
1.75,9,32.2538,12.7243
1.75,10,45.17692916329188,14.52151500787644
1.75,13,22.18124191240326,17.74733281208902
1.75,14,27.653061536552677,18.15196903038944
1.75,15,50.35050360477037,25.08350470281482
1.75,1,52.9724770345598,43.75812227906157
2.0,2,28.05621259111578,27.761787060183376
2.0,5,35.373716744747306,30.03883420566346
2.0,7,41.86787200866687,37.907388173160065
2.0,8,28.708579320394,39.09964417309927
2.0,9,32.2538,12.7243
2.0,10,45.20889302775064,14.53038678835928
2.0,13,22.12865002736898,17.70987094109594
2.0,14,27.444303333336556,18.21532498506114
2.0,15,50.5225763298944,25.120408628922522
2.0,1,52.91618276253325,43.752331432145
2.25,2,28.289366449217198,27.55015150931776
2.25,5,35.43634260365332,29.810182961399477
2.25,7,41.77336766952105,37.96048240292261
2.25,8,28.8739578148488,39.25823044368178
2.25,9,32.2538,12.7243
2.25,10,45.217716597053474,14.53249544838026
2.25,13,22.02083202090496,17.539593129554497
2.25,14,27.181473957627418,18.29501605720252
2.25,15,50.69810378335898,25.0959784920772
2.25,1,52.8358503672379,43.71294104176026
2.5,2,28.47076837419114,27.430686687469905
2.5,5,35.53582041176666,29.674905327903616
2.5,7,41.7487370467739,38.101253066381844
2.5,8,29.048276798393978,39.45958583395244
2.5,9,32.2538,12.7243
2.5,10,45.191758784307936,14.550023797378302
2.5,13,21.926289970673924,17.30669196457982
2.5,14,26.933632910321325,18.354248053037004
2.5,15,50.83562201467736,25.05061541998274
2.5,1,52.74095066162479,43.68059256658926
2.75,2,28.4862079802847,27.410965326047517
2.75,5,35.66958053155056,29.684599557276435
2.75,7,41.80464292970802,38.3897036134299
2.75,8,29.170955315877542,39.64282585840514
2.75,9,32.2538,12.7243
2.75,10,45.1253280181808,14.599905647855781
2.75,13,21.92350594885342,17.0900878846794
2.75,14,26.80576859113732,18.3837438102341
2.75,15,50.94557522861586,25.06287753992052
2.75,1,52.643344921274696,43.684429402310904
3.0,2,28.271656122951583,27.478554634317998
3.0,5,35.81386033783446,29.810029072932004
3.0,7,41.893922707574255,38.786181596376075
3.0,8,29.1912675058542,39.831765415622776
3.0,9,32.2538,12.7243
3.0,10,45.01769192493398,14.682993795066741
3.0,13,22.036781067185018,16.94014823506754
3.0,14,26.87865525878766,18.3808504750986
3.0,15,51.06311987595174,25.173745567319457
3.0,1,52.55698704039196,43.72827099374088
3.25,2,27.859844364875414,27.593927793816203
3.25,5,35.9365396377684,29.97479297936862
3.25,7,41.943114305842435,39.137644223292526
3.25,8,29.12013088486076,40.047672325362775
3.25,9,32.2538,12.7243
3.25,10,44.875654612607065,14.79039614255648
3.25,13,22.2088253490109,16.85408206718984
3.25,14,27.149606144837424,18.3148447418972
3.25,15,51.22244989225726,25.34660766651046
3.25,1,52.49187735763186,43.79543248198564
3.5,2,27.363633417722504,27.72209990646174
3.5,5,36.01980159112302,30.111057910019042
3.5,7,41.89666247626496,39.29114438847749
3.5,8,29.027669739155318,40.20506692299402
3.5,9,32.2538,12.7243
3.5,10,44.7143942111382,14.919797369789842
3.5,13,22.360253837541517,16.783478498651558
3.5,14,27.518907367498382,18.14364260864732
3.5,15,51.435320152343,25.50552769373092
3.5,1,52.45163822548174,43.86401377619676
3.75,2,26.91836554499178,27.86029527925312
3.75,5,36.07442679441708,30.18184046917902
3.75,7,41.75285366982178,39.20362194698418
3.75,8,28.983604825078324,40.14865647062864
3.75,9,32.2538,12.7243
3.75,10,44.55941324453176,15.0800201213289
3.75,13,22.45982688772644,16.66887341983968
3.75,14,27.849315059906264,17.881294605623918
3.75,15,51.68080502933067,25.598772889977738
3.75,1,52.43776420942046,43.938845236539315
4.0,2,26.620382192201,28.024947043299324
4.0,5,36.13268135160372,30.157793490898342
4.0,7,41.572126366378924,38.94342929266278
4.0,8,29.003248785364,39.80678894801342
4.0,9,32.2538,12.7243
4.0,10,44.441437222401746,15.267502728006258
4.0,13,22.53740653856116,16.481853047558438
4.0,14,28.05214570508764,17.62734757761688
4.0,15,51.90538461860713,25.6219432872118
4.0,1,52.453771911108674,44.07094508868054
4.25,2,26.4969060174343,28.22420627073286
4.25,5,36.21981854750586,30.0041885987478
4.25,7,41.44450866703224,38.62184767908216
4.25,8,29.049666421460262,39.28976299330876
4.25,9,32.2538,12.7243
4.25,10,44.39015225320717,15.44650859087742
4.25,13,22.626006300174982,16.25459519971772
4.25,14,28.12118450993836,17.51365328347146
4.25,15,52.04523440416492,25.594645199625017
4.25,1,52.50840959483526,44.314831276431285
4.5,2,26.50283736301862,28.45634586687394
4.5,5,36.32625595077034,29.71755682826366
4.5,7,41.43766379251446,38.333839378172826
4.5,8,29.08924156810088,38.79541258087558
4.5,9,32.2538,12.7243
4.5,10,44.423493127589865,15.571244359695001
4.5,13,22.70845271280952,16.06415613017916
4.5,14,28.1235,17.517
4.5,15,52.060659457253074,25.53230634581874
4.5,1,52.6161225455794,44.67301450926276
4.75,2,26.55006694376546,28.71754399092084
4.75,5,36.411422307757746,29.37162491085304
4.75,7,41.5544960954104,38.133353093369124
4.75,8,29.119056057145297,38.449545559689305
4.75,9,32.2538,12.7243
4.75,10,44.53674266646956,15.638998901020921
4.75,13,22.71860789822184,15.991171431541499
4.75,14,28.04473734949526,17.82053325698702
4.75,15,51.95557438062681,25.443711990826596
4.75,1,52.76305849278292,45.049445229177294
5.0,2,26.5548165576678,28.996784161221477
5.0,5,36.433262937896146,29.106588145314362
5.0,7,41.73767064254558,38.0414897578499
5.0,8,29.147343013305736,38.241820111501525
5.0,9,32.2538,12.7243
5.0,10,44.69809029515554,15.69926736553002
5.0,13,22.604605141720658,16.076869067482722
5.0,14,27.968200000000003,18.1141
5.0,15,51.77597490033867,25.35034421493128
5.0,1,52.791399999999996,45.1138
5.25,2,26.46342736730547,29.2895729900196
5.25,5,36.37630807536884,29.04315794085854
5.25,7,41.908675497369,38.06520797138448
5.25,8,29.160059257600334,38.10995994234683
5.25,9,32.2538,12.7243
5.25,10,44.85989047020659,15.792049440205782
5.25,13,22.38387391830284,16.2974901139741
5.25,14,27.968200000000003,18.1141
5.25,15,51.600337000419316,25.2898561970595
5.25,1,52.791399999999996,45.1138
5.5,2,26.28782422909624,29.552963352251442
5.5,5,36.25318505863784,29.188848236248923
5.5,7,42.01234697353978,38.19334226628074
5.5,8,29.120483203036542,38.03903859416054
5.5,9,32.2538,12.7243
5.5,10,44.979928535517914,15.888427841267259
5.5,13,22.1306927876554,16.575818361573777
5.5,14,27.968200000000003,18.1141
5.5,15,51.511294940332164,25.302328728183078
5.5,1,52.791399999999996,45.1138
5.75,2,26.012896180934717,29.84472452367304
5.75,5,36.08637793250475,29.432876006202598
5.75,7,42.03508747999224,38.37830245563664
5.75,8,29.001020331370302,38.07159837267478
5.75,9,32.2538,12.7243
5.75,10,45.036360627549335,15.90991783713776
5.75,13,21.916250228056697,16.825606528336618
5.75,14,27.968200000000003,18.1141
5.75,15,51.55468535208932,25.3991093098407
5.75,1,52.791399999999996,45.1138
6.0,2,25.6698127437654,30.143562263243258
6.0,5,35.90585544844836,29.623909014504825
6.0,7,41.99764698874134,38.54166187942666
6.0,8,28.80517032042804,38.24296708989773
6.0,9,32.2538,12.7243
6.0,10,45.0270460910417,15.804004193087502
6.0,13,21.7599769788386,17.004160251920503
6.0,14,27.968200000000003,18.1141
6.0,15,51.70671293470696,25.5407318843256
6.0,1,52.791399999999996,45.1138
6.25,2,25.31588878715946,30.39296765338966
6.25,5,35.75995432982544,29.66277194880874
6.25,7,41.93306803115682,38.62902167161086
6.25,8,28.563417053735854,38.534427258388924
6.25,9,32.2538,12.7243
6.25,10,44.962019542467736,15.589413831153939
6.25,13,21.637708551379983,17.1147176786963
6.25,14,27.968200000000003,18.1141
6.25,15,51.88892779661536,25.657527225143163
6.25,1,52.791399999999996,45.1138
6.5,2,25.03513797614812,30.517951266876775
6.5,5,35.71737287913364,29.53244176830018
6.5,7,41.868143713186235,38.664516376880584
6.5,8,28.311501266047078,38.87449373864034
6.5,9,32.2538,12.7243
6.5,10,44.86402008047264,15.33270767015558
6.5,13,21.515619972819742,17.168128599052984
6.5,14,27.968200000000003,18.1141
6.5,15,52.01606868461835,25.691745219735743
6.5,1,52.791399999999996,45.1138
6.75,2,24.881393864566,30.4842673238886
6.75,5,35.82784207454124,29.28085817179994
6.75,7,41.8323491342848,38.693144884150094
6.75,8,28.085239505940358,39.1557837603334
6.75,9,32.2538,12.7243
6.75,10,44.7656812713687,15.09471701543552
6.75,13,21.38786990969478,17.157550966158222
6.75,14,27.968200000000003,18.1141
6.75,15,52.03305724006846,25.638380930594955
6.75,1,52.806192558978786,45.13520711787174
7.0,2,24.83079450448486,30.329033138313378
7.0,5,36.0844520311571,29.00842587970498
7.0,7,41.8323,38.6932
7.0,8,27.917206353455537,39.26584856160366
7.0,9,32.2538,12.7243
7.0,10,44.69634190468454,14.90223294282402
7.0,13,21.28730811089516,17.07677497564812
7.0,14,27.968200000000003,18.1141
7.0,15,51.931473646755855,25.54451431226274
7.0,1,52.75485114255243,45.12758414904771
7.25,2,24.7989630338695,30.130867605429746
7.25,5,36.417715772966616,28.8386818390781
7.25,7,41.696504899262,39.10610704760206
7.25,8,27.82538973999318,39.16292146384722
7.25,9,32.2538,12.7243
7.25,10,44.65969304903518,14.762738480019939
7.25,13,21.29235504689786,16.958813709628963
7.25,14,27.968200000000003,18.1141
7.25,15,51.74744221527719,25.466180574218818
7.25,1,52.517396312605925,45.03255143739392
7.5,2,24.7164705941796,29.947682438727576
7.5,5,36.73365533851824,28.854797774327515
7.5,7,41.58806394449504,39.41499092308942
7.5,8,27.79282774753828,38.9487425974794
7.5,9,32.2538,12.7243
7.5,10,44.62879353371068,14.68683170666298
7.5,13,21.48539172634184,16.879403426082796
7.5,14,27.968200000000003,18.1141
7.5,15,51.55045239896812,25.41679778302522
7.5,1,52.32472845945134,45.09007724048812
7.75,2,24.58144228108204,29.783425305396463
7.75,5,36.95788991054503,29.0297235577697
7.75,7,41.51981637444078,39.4500258951977
7.75,8,27.77561224780344,38.83627525218356
7.75,9,32.2538,12.7243
7.75,10,44.56179031102802,14.683955936751062
7.75,13,21.894020402439537,16.922784505743618
7.75,14,27.968200000000003,18.1141
7.75,15,51.41353246084374,25.35127241960602
7.75,1,52.20705266916855,45.179407739012234
8.0,2,24.449966450340682,29.609155807387083
8.0,5,37.0609265897217,29.22783164365606
8.0,7,41.47719598553998,39.1750918115918
8.0,8,27.73375796518392,39.003644120541
8.0,9,32.2538,12.7243
8.0,10,44.43109204927863,14.74347812069696
8.0,13,22.451067373225563,17.12842035381334
8.0,14,27.968200000000003,18.1141
8.0,15,51.373573682591356,25.2041765717294
8.0,1,52.15386636364908,45.18195637230846
8.25,2,24.378404697732243,29.420247217374442
8.25,5,37.068455918100724,29.30398067129146
8.25,7,41.46622103895958,38.586026810555644
8.25,8,27.660539178096638,39.4506294218006
8.25,9,32.2538,12.7243
8.25,10,44.244282701553956,14.826193935527701
8.25,13,23.003505030790002,17.45297227975644
8.25,14,27.968200000000003,18.1141
8.25,15,51.419034121520816,24.94252225571268
8.25,1,52.128204811117406,45.06319255561725
8.5,2,24.38094642539498,29.254499369436978
8.5,5,37.049049834696305,29.225880056210702
8.5,7,41.49898076840986,37.789041434774546
8.5,8,27.57263473431532,39.99874649062758
8.5,9,32.2538,12.7243
8.5,10,44.03053331861467,14.88980265311788
8.5,13,23.364370973598984,17.778305919781538
8.5,14,27.968200000000003,18.1141
8.5,15,51.50700862053013,24.59577703676012
8.5,1,52.11049282307558,44.8882030589335
8.75,2,24.43225934076896,29.1531168287405
8.75,5,37.07902557356583,29.08352369082064
8.75,7,41.58715193684644,36.976854351064084
8.75,8,27.48728116386918,40.432989586903275
8.75,9,32.2538,12.7243
8.75,10,43.81504564519742,14.922206473155939
8.75,13,23.38396563722456,17.9756543349085
8.75,14,27.968200000000003,18.1141
8.75,15,51.60193741327829,24.253897685309802
8.75,1,52.13073557646476,44.74646794193912
9.0,2,24.499889289527022,29.10851898870352
9.0,5,37.19281762597861,29.002510438342007
9.0,7,41.717249290436044,36.3865346662668
9.0,8,27.40463596037884,40.65384507424402
9.0,9,32.2538,12.7243
9.0,10,43.613920495381,14.9435608951951
9.0,13,23.03215300277058,17.97612502109738
9.0,14,27.968200000000003,18.1141
9.0,15,51.71300339402944,24.03760566337492
9.0,1,52.25655893447256,44.663868039659405
9.25,2,24.57096157655058,29.06342642674922
9.25,5,37.364973270224155,29.04111641269434
9.25,7,41.84100494285646,36.22735506709924
9.25,8,27.32037828930688,40.71307622490582
9.25,9,32.2538,12.7243
9.25,10,43.45417568406818,14.97262038458588
9.25,13,22.432731026166017,17.79630793161824
9.25,14,27.968200000000003,18.1141
9.25,15,51.901007269858496,24.03893094992666
9.25,1,52.550375961449866,44.57755137279092
9.5,2,24.64895223737426,28.96184177533844
9.5,5,37.53759553305264,29.1707067600269
9.5,7,41.90578633065506,36.593715462593764
9.5,8,27.245161149181502,40.721926052825104
9.5,9,32.2538,12.7243
9.5,10,43.38135153471205,14.99356354848338
9.5,13,21.795870376600305,17.52300524149926
9.5,14,27.968200000000003,18.1141
9.5,15,52.240257971131726,24.27151204388896
9.5,1,53.03160037293226,44.39654076501472
9.75,2,24.737948675539638,28.800327505979816
9.75,5,37.6779102584223,29.30744571460724
9.75,7,41.90204769262461,37.39912937835402
9.75,8,27.19663755440406,40.740264549977056
9.75,9,32.39610230925416,12.68782032192874
9.75,10,43.428984280080684,14.96733059765106
9.75,13,21.3059673977426,17.275050584795277
9.75,14,27.968200000000003,18.1141
9.75,15,52.76878095277787,24.670237863059164
9.75,1,53.67600167088993,44.08483520574506
10.0,2,24.8369305522689,28.630152116786796
10.0,5,37.8075481634955,29.38297370348264
10.0,7,41.87428853505418,38.3433881296451
10.0,8,27.18600450848998,40.73190527542316
10.0,9,32.94137607223512,12.52770261319656
10.0,10,43.583028662041244,14.86906476987468
10.0,13,21.052144854607384,17.15287246390912
10.0,14,27.89250405380028,18.08168004824432
10.0,15,53.4728680296408,25.162119695981602
10.0,1,54.437507260122956,43.67932604547742
10.25,2,24.94255933077688,28.51094986540814
10.25,5,37.98140365780149,29.399841273718998
10.25,7,41.876481477513536,39.26481818577192
10.25,8,27.20548863839374,40.630604053495745
10.25,9,32.931140267396586,12.480100743919
10.25,10,43.7825527087468,14.713868161326781
10.25,13,21.036997124526017,17.193449492976242
10.25,14,27.80807792602592,18.0205116705636
10.25,15,54.32314384616926,25.7287126531274
10.25,1,55.29409824118534,43.2379235825055
10.5,2,25.044405736370543,28.460396680746364
10.5,5,38.22684816178454,29.450180671609978
10.5,7,41.93610137375722,39.75352312216336
10.5,8,27.237104565616498,40.42800553256622
10.5,9,32.895664463036994,12.40696642893636
10.5,10,43.95256456483446,14.53878510576934
10.5,13,21.227782961315462,17.357993962202702
10.5,14,27.83147935837414,17.951891139406122
10.5,15,55.31387968945834,26.400286646823496
10.5,1,56.259264319926004,42.777064825669605
10.75,2,25.125554914048358,28.45223606195192
10.75,5,38.50370765684204,29.65694258262086
10.75,7,42.02380419052888,39.74505856183034
10.75,8,27.263556498991484,40.19391569308239
10.75,9,32.83319355312786,12.29892768846652
10.75,10,44.03113083079895,14.36649792193435
10.75,13,21.57700002628378,17.557429436224158
10.75,14,27.853274486259657,17.84060290285202
